Filename,No.,mean(exx),stdev(exx),mean(eyy),stdev(eyy),mean(exy),stdev(exy)
BY60C-5_page_0774.out,773,0.0165905,0.00417099,-0.0380238,0.00929636,-0.000502843,0.00304885
BY60C-5_page_0775.out,774,0.0167745,0.004198,-0.0384777,0.00928835,-0.000508047,0.00304363
BY60C-5_page_0776.out,775,0.0169489,0.00418339,-0.0389041,0.0093201,-0.000542644,0.00302079
BY60C-5_page_0777.out,776,0.0171385,0.00421972,-0.0393679,0.00932167,-0.000537473,0.00304773
BY60C-5_page_0778.out,777,0.0173347,0.00424731,-0.0398098,0.00932977,-0.000546502,0.00305595
BY60C-5_page_0779.out,778,0.01752,0.00424481,-0.0402389,0.00936835,-0.000560363,0.00306662
BY60C-5_page_0780.out,779,0.0176923,0.0042585,-0.0406963,0.00937137,-0.000572766,0.00307021
BY60C-5_page_0781.out,780,0.017889,0.00431057,-0.0411321,0.00939308,-0.000585178,0.00306312
BY60C-5_page_0782.out,781,0.0180698,0.00432969,-0.0415733,0.00942451,-0.000589674,0.00308823
BY60C-5_page_0783.out,782,0.0182579,0.00434205,-0.0420153,0.00943136,-0.000603782,0.00307452
BY60C-5_page_0784.out,783,0.0184166,0.0043588,-0.0424462,0.00944978,-0.000613854,0.00309743
BY60C-5_page_0785.out,784,0.0186099,0.00438117,-0.0429004,0.00945495,-0.000611374,0.00309347
BY60C-5_page_0786.out,785,0.0188089,0.00441684,-0.0433355,0.00947048,-0.000627114,0.00310762
BY60C-5_page_0787.out,786,0.0188421,0.00442292,-0.0434496,0.00950109,-0.000631188,0.00310477
BY60C-5_page_0788.out,787,0.0187054,0.00439385,-0.0430881,0.00945796,-0.00062656,0.00308939
BY60C-5_page_0789.out,788,0.0185343,0.00437126,-0.0427034,0.0094414,-0.000609272,0.00309343
BY60C-5_page_0790.out,789,0.0183809,0.00435069,-0.0422992,0.00945086,-0.000604967,0.00307795
BY60C-5_page_0791.out,790,0.0182001,0.00436572,-0.0419153,0.00941968,-0.000604711,0.00306856
BY60C-5_page_0792.out,791,0.0180677,0.00432883,-0.0414838,0.00942656,-0.000575261,0.00308224
BY60C-5_page_0793.out,792,0.0178743,0.00432257,-0.041079,0.0094004,-0.00058205,0.00305523
BY60C-5_page_0794.out,793,0.0177172,0.00427333,-0.0406622,0.00936129,-0.00056509,0.00308729
BY60C-5_page_0795.out,794,0.017556,0.00424768,-0.0402162,0.009382,-0.000552689,0.00306548
BY60C-5_page_0796.out,795,0.0173812,0.00427739,-0.0397974,0.00935225,-0.000542906,0.00304707
BY60C-5_page_0797.out,796,0.0172173,0.00423227,-0.0393719,0.0093561,-0.000523694,0.00304183
BY60C-5_page_0798.out,797,0.0170339,0.00421133,-0.038954,0.00936249,-0.000521509,0.00303595
BY60C-5_page_0799.out,798,0.0168597,0.00420605,-0.038541,0.00932978,-0.000502495,0.00305702
BY60C-5_page_0800.out,799,0.0166934,0.00418489,-0.0380993,0.00933059,-0.000494981,0.00302133
BY60C-5_page_0801.out,800,0.0165098,0.00417225,-0.0376947,0.00929541,-0.000477523,0.00302342
BY60C-5_page_0802.out,801,0.0163392,0.00417224,-0.0372526,0.00928152,-0.000462251,0.0030387
BY60C-5_page_0803.out,802,0.0161665,0.0041509,-0.0368313,0.00930639,-0.000466824,0.00300638
BY60C-5_page_0804.out,803,0.0159877,0.00414945,-0.0364337,0.00929465,-0.000445643,0.00300916
BY60C-5_page_0805.out,804,0.0158309,0.00414866,-0.0359957,0.00930348,-0.000439782,0.00299237
BY60C-5_page_0806.out,805,0.015657,0.0041337,-0.0355915,0.00927328,-0.000424016,0.00296844
BY60C-5_page_0807.out,806,0.0154684,0.00411908,-0.0351633,0.00926887,-0.000419251,0.00297673
BY60C-5_page_0808.out,807,0.0153333,0.00409741,-0.0347509,0.00925592,-0.000402865,0.0029665
BY60C-5_page_0809.out,808,0.0151657,0.00408041,-0.0343336,0.00927405,-0.000400608,0.00295371
BY60C-5_page_0810.out,809,0.0149783,0.00410151,-0.0339238,0.0092618,-0.00038297,0.0029572
BY60C-5_page_0811.out,810,0.014817,0.0040555,-0.0335133,0.00926007,-0.000373775,0.00295698
BY60C-5_page_0812.out,811,0.0146626,0.00403665,-0.0331051,0.00927803,-0.000367593,0.00293783
BY60C-5_page_0813.out,812,0.014475,0.004049,-0.0326736,0.0092732,-0.000366991,0.00293404
BY60C-5_page_0814.out,813,0.014316,0.00402185,-0.0322793,0.00924111,-0.000354238,0.00292165
BY60C-5_page_0815.out,814,0.01417,0.00400416,-0.0318603,0.00925806,-0.000334652,0.00293503
BY60C-5_page_0816.out,815,0.013995,0.00402215,-0.0314592,0.00926784,-0.00033858,0.00292081
BY60C-5_page_0817.out,816,0.0138232,0.0039936,-0.0310493,0.00926495,-0.000316105,0.00291577
BY60C-5_page_0818.out,817,0.0136568,0.00398699,-0.0306337,0.00929693,-0.000304576,0.0029034
BY60C-5_page_0819.out,818,0.0135031,0.00397226,-0.030232,0.00930435,-0.000308801,0.00289882
BY60C-5_page_0820.out,819,0.0133348,0.00396085,-0.0298325,0.00929399,-0.000286427,0.00292436
BY60C-5_page_0821.out,820,0.0131793,0.0039544,-0.0294103,0.00933235,-0.000271918,0.00290264
BY60C-5_page_0822.out,821,0.0130107,0.00395388,-0.0290202,0.00930676,-0.000271817,0.00287735
BY60C-5_page_0823.out,822,0.012852,0.00393915,-0.0286223,0.00934134,-0.000263383,0.00288399
BY60C-5_page_0824.out,823,0.0126753,0.00393659,-0.0282362,0.00930232,-0.000240353,0.00288052
BY60C-5_page_0825.out,824,0.0125202,0.00394095,-0.0278448,0.00931256,-0.000230404,0.0028782
BY60C-5_page_0826.out,825,0.0123602,0.00391462,-0.0274358,0.0093485,-0.000224007,0.00287814
BY60C-5_page_0827.out,826,0.0121812,0.00391467,-0.0270475,0.00930991,-0.000212418,0.00288
BY60C-5_page_0828.out,827,0.0120622,0.00390323,-0.0266425,0.00935082,-0.000200848,0.00287076
BY60C-5_page_0829.out,828,0.0118941,0.00391863,-0.0262434,0.00936286,-0.000187702,0.00287636
BY60C-5_page_0830.out,829,0.0117272,0.00391704,-0.025862,0.00934883,-0.000177761,0.00285748
BY60C-5_page_0831.out,830,0.0115598,0.00387582,-0.0254723,0.00936289,-0.000166007,0.00284751
BY60C-5_page_0832.out,831,0.0113884,0.0039033,-0.0250918,0.00936898,-0.000158272,0.00285457
BY60C-5_page_0833.out,832,0.0112091,0.0039052,-0.0247009,0.00934473,-0.000152288,0.00282129
BY60C-5_page_0834.out,833,0.0110869,0.00388024,-0.0242995,0.00935641,-0.000134371,0.00282765
BY60C-5_page_0835.out,834,0.0109176,0.00387061,-0.02392,0.00936281,-0.000131014,0.0028249
BY60C-5_page_0836.out,835,0.0107387,0.00387636,-0.0235284,0.00936381,-0.000126097,0.00280112
BY60C-5_page_0837.out,836,0.0105946,0.00386431,-0.0231298,0.00938248,-0.00010825,0.00280084
BY60C-5_page_0838.out,837,0.0104195,0.00386858,-0.0227381,0.0093761,-0.000102683,0.00279581
BY60C-5_page_0839.out,838,0.0102715,0.00383182,-0.0223272,0.009394,-9.42E-05,0.00279315
BY60C-5_page_0840.out,839,0.0100856,0.00387154,-0.0219258,0.00939188,-8.06E-05,0.00278792
BY60C-5_page_0841.out,840,0.00994561,0.00382046,-0.0215277,0.00941077,-6.71E-05,0.0027849
BY60C-5_page_0842.out,841,0.00978277,0.00383125,-0.0211144,0.00942294,-4.98E-05,0.00278766
BY60C-5_page_0843.out,842,0.0095927,0.0038158,-0.0207065,0.0094355,-3.81E-05,0.0027843
BY60C-5_page_0844.out,843,0.00943587,0.0038164,-0.0203074,0.00943772,-3.01E-05,0.0027718
BY60C-5_page_0845.out,844,0.00925328,0.00380568,-0.0198722,0.00944689,-2.67E-05,0.00277236
BY60C-5_page_0846.out,845,0.00908848,0.00376874,-0.0194597,0.00943923,-1.37E-06,0.00278879
BY60C-5_page_0847.out,846,0.00890291,0.00379113,-0.0190278,0.00943575,1.11E-05,0.00276592
BY60C-5_page_0848.out,847,0.00871968,0.00378049,-0.0185838,0.00945357,1.14E-05,0.00275542
BY60C-5_page_0849.out,848,0.00853349,0.00376725,-0.018155,0.0094238,3.37E-05,0.00274045
BY60C-5_page_0850.out,849,0.00835751,0.00374875,-0.0176936,0.00948131,3.83E-05,0.00275052
BY60C-5_page_0851.out,850,0.00815984,0.00375547,-0.0172344,0.00946927,4.29E-05,0.00272698
BY60C-5_page_0852.out,851,0.00796608,0.00374418,-0.016753,0.00951269,6.52E-05,0.00272284
BY60C-5_page_0853.out,852,0.0077712,0.00372112,-0.0162838,0.00954264,8.60E-05,0.00272534
BY60C-5_page_0854.out,853,0.00755426,0.00376349,-0.0158148,0.00956094,9.89E-05,0.00270158
BY60C-5_page_0855.out,854,0.00738534,0.00378544,-0.0153449,0.00964411,0.000102734,0.00269653
BY60C-5_page_0856.out,855,0.00717458,0.00380602,-0.0148778,0.00971984,0.000112745,0.00270106
BY60C-5_page_0857.out,856,0.00695466,0.00384078,-0.0144096,0.00983374,0.000115025,0.00264952
BY60C-5_page_0858.out,857,0.00677349,0.0039045,-0.0139263,0.0100393,0.000146154,0.00267504
BY60C-5_page_0859.out,858,0.00658263,0.00398507,-0.0134594,0.0102285,0.000152427,0.00264353
BY60C-5_page_0860.out,859,0.00636846,0.004076,-0.0129926,0.0104323,0.000157894,0.00261049
BY60C-5_page_0861.out,860,0.00618166,0.00415267,-0.0125177,0.0107317,0.000169357,0.00256567
BY60C-5_page_0862.out,861,0.00598776,0.00425921,-0.0120748,0.0109753,0.000182185,0.00257243
BY60C-5_page_0863.out,862,0.0057952,0.00439585,-0.0116107,0.0113434,0.000187586,0.00254668
BY60C-5_page_0864.out,863,0.00558727,0.00454288,-0.011184,0.0116969,0.000210516,0.00256236
BY60C-5_page_0865.out,864,0.00565996,0.0046365,-0.0113449,0.0119335,0.000202498,0.00253699
BY60C-5_page_0866.out,865,0.00577639,0.00466417,-0.0116672,0.0120146,0.000181425,0.00255837
BY60C-5_page_0867.out,866,0.00589714,0.00467074,-0.0120201,0.0120179,0.000171989,0.00256947
BY60C-5_page_0868.out,867,0.00604141,0.00468006,-0.0123651,0.01203,0.000151304,0.00254897
BY60C-5_page_0869.out,868,0.0061879,0.00465393,-0.0127318,0.012034,0.000155149,0.00256921
BY60C-5_page_0870.out,869,0.00632933,0.00465963,-0.0130945,0.011989,0.000143247,0.00257166
BY60C-5_page_0871.out,870,0.00648187,0.00466957,-0.0134358,0.0119867,0.000133437,0.00256208
BY60C-5_page_0872.out,871,0.00661944,0.00464842,-0.0138195,0.011957,0.000115048,0.00256818
BY60C-5_page_0873.out,872,0.00675832,0.00465823,-0.0141715,0.0119049,0.000110424,0.00256712
BY60C-5_page_0874.out,873,0.00691219,0.00465587,-0.0145373,0.0119432,0.000106448,0.00257612
BY60C-5_page_0875.out,874,0.00708494,0.00463261,-0.0149017,0.0118986,9.04E-05,0.00259445
BY60C-5_page_0876.out,875,0.00719714,0.00463435,-0.0152807,0.011849,8.40E-05,0.00258474
BY60C-5_page_0877.out,876,0.00737474,0.00465843,-0.0156555,0.0118638,7.51E-05,0.00259893
BY60C-5_page_0878.out,877,0.00751997,0.00461742,-0.0160516,0.0118027,6.31E-05,0.0026116
BY60C-5_page_0879.out,878,0.00766647,0.00459889,-0.0164014,0.0117734,4.48E-05,0.0026036
BY60C-5_page_0880.out,879,0.00783215,0.00461784,-0.0167919,0.0117487,3.55E-05,0.00263036
BY60C-5_page_0881.out,880,0.00799309,0.0045907,-0.0171844,0.0117065,4.13E-05,0.00262869
BY60C-5_page_0882.out,881,0.00815124,0.00461718,-0.0175674,0.0116565,2.49E-05,0.00262438
BY60C-5_page_0883.out,882,0.0082904,0.00458563,-0.0179542,0.0116876,2.43E-05,0.00265378
BY60C-5_page_0884.out,883,0.0084562,0.00458961,-0.0183711,0.0116151,-5.66E-06,0.00263959
BY60C-5_page_0885.out,884,0.00863286,0.00458699,-0.0187508,0.0116087,-9.21E-06,0.00263513
BY60C-5_page_0886.out,885,0.00879726,0.00457353,-0.0191604,0.0115509,-3.07E-05,0.00263543
BY60C-5_page_0887.out,886,0.00896443,0.00456972,-0.0195484,0.01151,-2.65E-05,0.00265066
BY60C-5_page_0888.out,887,0.00912726,0.00456293,-0.0199499,0.0115375,-4.81E-05,0.00266106
BY60C-5_page_0889.out,888,0.00928679,0.00454976,-0.0203718,0.0114356,-5.19E-05,0.00264584
BY60C-5_page_0890.out,889,0.00946416,0.00454342,-0.0207773,0.0114156,-6.46E-05,0.00266603
BY60C-5_page_0891.out,890,0.00961678,0.00454101,-0.021183,0.0113939,-7.72E-05,0.00267589
BY60C-5_page_0892.out,891,0.00979349,0.00454862,-0.0216069,0.011344,-9.09E-05,0.00266036
BY60C-5_page_0893.out,892,0.00993584,0.00452018,-0.0220211,0.0113271,-0.000102576,0.00268813
BY60C-5_page_0894.out,893,0.010141,0.00452756,-0.0224357,0.0112901,-0.000102939,0.00268176
BY60C-5_page_0895.out,894,0.0102881,0.00452958,-0.0228723,0.0112371,-0.000124175,0.00268998
BY60C-5_page_0896.out,895,0.0104818,0.00449101,-0.0232835,0.0112412,-0.000126281,0.00271355
BY60C-5_page_0897.out,896,0.010638,0.00450391,-0.0237163,0.0111581,-0.000142813,0.0026868
BY60C-5_page_0898.out,897,0.0108189,0.00450144,-0.0241369,0.0111488,-0.000160076,0.00273154
BY60C-5_page_0899.out,898,0.0109973,0.00447474,-0.0245606,0.0111229,-0.000166461,0.00273259
BY60C-5_page_0900.out,899,0.0111713,0.00446431,-0.0249982,0.0111003,-0.000171108,0.00272194
BY60C-5_page_0901.out,900,0.0113521,0.00447409,-0.0254322,0.0110944,-0.000179118,0.00276994
BY60C-5_page_0902.out,901,0.0115464,0.00448145,-0.0258858,0.0109925,-0.000200652,0.00274862
BY60C-5_page_0903.out,902,0.0117012,0.00447986,-0.0263085,0.0109924,-0.00021548,0.00275329
BY60C-5_page_0904.out,903,0.0118949,0.00444268,-0.0267303,0.0109554,-0.000212632,0.00279553
BY60C-5_page_0905.out,904,0.0120638,0.00445265,-0.0271884,0.0109184,-0.000237174,0.00278791
BY60C-5_page_0906.out,905,0.0122448,0.00444693,-0.0276156,0.0109059,-0.000242099,0.00282439
BY60C-5_page_0907.out,906,0.0124405,0.00442737,-0.02807,0.0108549,-0.000261143,0.00281729
BY60C-5_page_0908.out,907,0.0126169,0.0044324,-0.0285001,0.0108191,-0.00026163,0.00281745
BY60C-5_page_0909.out,908,0.0127843,0.00441726,-0.0289618,0.0107882,-0.000270579,0.00284404
BY60C-5_page_0910.out,909,0.0129775,0.00441055,-0.029412,0.0107411,-0.000294205,0.00284724
BY60C-5_page_0911.out,910,0.0131667,0.00442961,-0.0298582,0.0107105,-0.00030875,0.00284639
BY60C-5_page_0912.out,911,0.0133439,0.00440047,-0.0302999,0.0107138,-0.000310939,0.00286379
BY60C-5_page_0913.out,912,0.0135382,0.00439657,-0.0307527,0.0106552,-0.000334523,0.00288087
BY60C-5_page_0914.out,913,0.0137174,0.00441411,-0.0312057,0.0106127,-0.000338268,0.00286574
BY60C-5_page_0915.out,914,0.0139087,0.00436619,-0.0316632,0.0105838,-0.000331506,0.00289463
BY60C-5_page_0916.out,915,0.0140949,0.0044081,-0.0321064,0.0105652,-0.000361649,0.00288617
BY60C-5_page_0917.out,916,0.0142697,0.00438114,-0.0325626,0.0105354,-0.000376538,0.00289101
BY60C-5_page_0918.out,917,0.0144731,0.00434471,-0.0330177,0.0104811,-0.000375734,0.00292321
BY60C-5_page_0919.out,918,0.0146609,0.00436115,-0.0334665,0.0104328,-0.000390635,0.00292189
BY60C-5_page_0920.out,919,0.0148434,0.00437628,-0.0339237,0.0103806,-0.0004072,0.00291903
BY60C-5_page_0921.out,920,0.0150456,0.00436999,-0.0343595,0.0103808,-0.000407678,0.0029289
BY60C-5_page_0922.out,921,0.0152377,0.00435865,-0.0348191,0.0103658,-0.000428672,0.00294382
BY60C-5_page_0923.out,922,0.01541,0.00435513,-0.0352785,0.0103212,-0.000435666,0.00295879
BY60C-5_page_0924.out,923,0.0155995,0.00434401,-0.0357216,0.0103046,-0.000444185,0.0029477
BY60C-5_page_0925.out,924,0.015784,0.00435128,-0.0361819,0.010243,-0.000452047,0.00296684
BY60C-5_page_0926.out,925,0.0159796,0.00436763,-0.0366264,0.0102247,-0.000460848,0.00297684
BY60C-5_page_0927.out,926,0.0161517,0.00438021,-0.0370776,0.0101787,-0.000470606,0.00298622
BY60C-5_page_0928.out,927,0.0163375,0.00437175,-0.0375329,0.0101433,-0.000484699,0.00301382
BY60C-5_page_0929.out,928,0.0165188,0.00436382,-0.0379586,0.0101412,-0.000499967,0.00299851
BY60C-5_page_0930.out,929,0.0167137,0.00439211,-0.038457,0.0100829,-0.000496709,0.00302214
BY60C-5_page_0931.out,930,0.0168783,0.00437409,-0.038874,0.0100988,-0.000525164,0.00301562
BY60C-5_page_0932.out,931,0.0170884,0.00438172,-0.0393219,0.010033,-0.000532535,0.00301541
BY60C-5_page_0933.out,932,0.0173017,0.00437738,-0.0397489,0.0100146,-0.000540417,0.00303971
BY60C-5_page_0934.out,933,0.0171925,0.00437946,-0.0395217,0.00999572,-0.000532375,0.0030466
BY60C-5_page_0935.out,934,0.0170457,0.0043743,-0.0391365,0.0100077,-0.000529885,0.00301858
BY60C-5_page_0936.out,935,0.0168702,0.0043489,-0.0387337,0.0100221,-0.00052226,0.00301368
BY60C-5_page_0937.out,936,0.0167115,0.00436715,-0.0383331,0.0100024,-0.000497171,0.00302005
BY60C-5_page_0938.out,937,0.0165251,0.00434004,-0.0379062,0.0100482,-0.000504257,0.00298297
BY60C-5_page_0939.out,938,0.0163519,0.00433493,-0.0374938,0.0100275,-0.000492045,0.00298613
BY60C-5_page_0940.out,939,0.0161998,0.00432949,-0.0370476,0.0100455,-0.000475948,0.0029727
BY60C-5_page_0941.out,940,0.0160137,0.00432693,-0.036623,0.0100568,-0.000455541,0.00297305
BY60C-5_page_0942.out,941,0.0158534,0.00431352,-0.0361917,0.0100567,-0.000451713,0.00297291
BY60C-5_page_0943.out,942,0.0156776,0.00430527,-0.0357516,0.0100737,-0.000443095,0.00294766
BY60C-5_page_0944.out,943,0.0154713,0.00433421,-0.0353262,0.0100934,-0.000436479,0.00295026
BY60C-5_page_0945.out,944,0.0153229,0.00429643,-0.0348819,0.010111,-0.000413585,0.00292445
BY60C-5_page_0946.out,945,0.0151463,0.00429224,-0.0344445,0.0101309,-0.00041374,0.00289476
BY60C-5_page_0947.out,946,0.0149536,0.00430429,-0.0340075,0.0101751,-0.000402581,0.00292511
BY60C-5_page_0948.out,947,0.0147856,0.0043033,-0.0335734,0.0102141,-0.000390185,0.00291091
BY60C-5_page_0949.out,948,0.0146014,0.00431244,-0.0331474,0.0102388,-0.000374426,0.00290539
BY60C-5_page_0950.out,949,0.0143982,0.00432135,-0.0327086,0.0102819,-0.000365975,0.00289333
BY60C-5_page_0951.out,950,0.0142373,0.0043143,-0.0322576,0.01029,-0.000350831,0.00288815
BY60C-5_page_0952.out,951,0.0140641,0.00432364,-0.0318181,0.0103513,-0.000329799,0.00288637
BY60C-5_page_0953.out,952,0.0138562,0.00433412,-0.0313889,0.0103661,-0.00033578,0.00287653
BY60C-5_page_0954.out,953,0.0136916,0.00435279,-0.0309596,0.0104132,-0.000326387,0.00287041
BY60C-5_page_0955.out,954,0.0135344,0.00434531,-0.0305191,0.010431,-0.000295998,0.00286426
BY60C-5_page_0956.out,955,0.0133607,0.00437779,-0.0300907,0.0104774,-0.000299337,0.0028474
BY60C-5_page_0957.out,956,0.0131639,0.00435557,-0.0296616,0.0105193,-0.000277206,0.00284744
BY60C-5_page_0958.out,957,0.0129879,0.00435001,-0.0292208,0.0105502,-0.000268117,0.00283744
BY60C-5_page_0959.out,958,0.0128222,0.004374,-0.0287836,0.0106089,-0.00025715,0.00283292
BY60C-5_page_0960.out,959,0.0126656,0.0043799,-0.0283693,0.0106176,-0.000252852,0.00283745
BY60C-5_page_0961.out,960,0.0124721,0.00440583,-0.0279182,0.0106607,-0.000234792,0.00283493
BY60C-5_page_0962.out,961,0.0123102,0.00440546,-0.0275053,0.0107227,-0.000227921,0.00280829
BY60C-5_page_0963.out,962,0.0121135,0.00442326,-0.0271005,0.0107197,-0.00020764,0.00280968
BY60C-5_page_0964.out,963,0.0119552,0.00441005,-0.0266581,0.0107841,-0.000190288,0.0028122
BY60C-5_page_0965.out,964,0.0117806,0.00444585,-0.0262469,0.0107653,-0.000198478,0.00279047
BY60C-5_page_0966.out,965,0.0116028,0.00442539,-0.0258025,0.0108195,-0.000178342,0.00277103
BY60C-5_page_0967.out,966,0.0114237,0.00446134,-0.0253824,0.0109003,-0.000158319,0.0027848
BY60C-5_page_0968.out,967,0.0112563,0.00446433,-0.0249683,0.0108913,-0.000166969,0.00274512
BY60C-5_page_0969.out,968,0.0110887,0.0044738,-0.0245416,0.0109595,-0.000152002,0.00276309
BY60C-5_page_0970.out,969,0.0109108,0.0044929,-0.0241465,0.0109524,-0.000132115,0.00274196
BY60C-5_page_0971.out,970,0.0107524,0.00450828,-0.0237283,0.0110012,-0.000120632,0.00272413
BY60C-5_page_0972.out,971,0.0105706,0.00452808,-0.0232894,0.0110658,-0.000110215,0.00272077
BY60C-5_page_0973.out,972,0.0104014,0.00453568,-0.022891,0.0110575,-0.000109713,0.00270881
BY60C-5_page_0974.out,973,0.0102345,0.00451707,-0.0224631,0.0111394,-9.37E-05,0.0027049
BY60C-5_page_0975.out,974,0.0100726,0.0045575,-0.0220513,0.0111169,-8.29E-05,0.00269645
BY60C-5_page_0976.out,975,0.0098995,0.00456995,-0.0216518,0.0111948,-7.38E-05,0.00269244
BY60C-5_page_0977.out,976,0.00972187,0.00457855,-0.0212288,0.0112594,-5.40E-05,0.00269251
BY60C-5_page_0978.out,977,0.00956805,0.00458093,-0.020828,0.0112564,-3.97E-05,0.00269085
BY60C-5_page_0979.out,978,0.00940973,0.00461144,-0.0204162,0.0113175,-3.36E-05,0.00267766
BY60C-5_page_0980.out,979,0.00923182,0.00459713,-0.0199945,0.0113991,-2.15E-05,0.00269138
BY60C-5_page_0981.out,980,0.00906678,0.00464062,-0.0196025,0.0113988,-9.49E-06,0.00266812
BY60C-5_page_0982.out,981,0.00890636,0.00463391,-0.0191845,0.0115013,-2.66E-06,0.00268609
BY60C-5_page_0983.out,982,0.0087116,0.00464795,-0.0187912,0.011513,-1.01E-06,0.00267041
BY60C-5_page_0984.out,983,0.00855579,0.00465406,-0.0183794,0.0115401,8.98E-06,0.00266257
BY60C-5_page_0985.out,984,0.0083805,0.00467302,-0.0179655,0.0115937,3.02E-05,0.00267005
BY60C-5_page_0986.out,985,0.00822217,0.00468149,-0.0175713,0.0116229,4.35E-05,0.00263989
BY60C-5_page_0987.out,986,0.00806025,0.00469813,-0.0171586,0.0116784,4.56E-05,0.00265128
BY60C-5_page_0988.out,987,0.00787064,0.00472625,-0.016751,0.011752,4.59E-05,0.00261816
BY60C-5_page_0989.out,988,0.00769791,0.00475976,-0.0163472,0.0117881,6.54E-05,0.00264545
BY60C-5_page_0990.out,989,0.00754776,0.00478512,-0.0159225,0.0118647,8.48E-05,0.00264078
BY60C-5_page_0991.out,990,0.00736216,0.00476991,-0.0155142,0.0118808,8.49E-05,0.00262947
BY60C-5_page_0992.out,991,0.00718481,0.0047861,-0.0151173,0.0119277,9.50E-05,0.00264256
BY60C-5_page_0993.out,992,0.00702503,0.00484124,-0.0146965,0.0120049,0.000114331,0.00261579
BY60C-5_page_0994.out,993,0.00686254,0.00487001,-0.0142955,0.0120514,0.000121258,0.00262138
BY60C-5_page_0995.out,994,0.00669033,0.00485498,-0.0138841,0.0121364,0.000122327,0.00259314
BY60C-5_page_0996.out,995,0.00651583,0.00491548,-0.0134703,0.0122407,0.000140126,0.0026076
BY60C-5_page_0997.out,996,0.00633832,0.00496938,-0.0130531,0.0123015,0.000162038,0.00259023
BY60C-5_page_0998.out,997,0.00615666,0.00499288,-0.0126269,0.0123887,0.00015824,0.00258135
BY60C-5_page_0999.out,998,0.00598221,0.00503364,-0.0122114,0.0124933,0.000181262,0.0025908
BY60C-5_page_1000.out,999,0.00580884,0.00505676,-0.0118,0.0125835,0.000181382,0.00257498
BY60C-5_page_1001.out,1000,0.0056357,0.00510411,-0.0113692,0.0127331,0.000185393,0.00255072
BY60C-5_page_1002.out,1001,0.00545052,0.00514751,-0.0109283,0.0128979,0.000210881,0.00256938
BY60C-5_page_1003.out,1002,0.00525894,0.00522906,-0.0104873,0.0130357,0.00021021,0.00254828
BY60C-5_page_1004.out,1003,0.00508912,0.00527822,-0.0100296,0.0132734,0.000225011,0.00255847
BY60C-5_page_1005.out,1004,0.00488973,0.00536742,-0.00958645,0.0134686,0.000241353,0.00256489
BY60C-5_page_1006.out,1005,0.00470919,0.00543014,-0.0091087,0.0137378,0.000246857,0.00257049
BY60C-5_page_1007.out,1006,0.00450139,0.00553862,-0.00865889,0.0139975,0.000250662,0.0025546
BY60C-5_page_1008.out,1007,0.00432205,0.00566255,-0.00819791,0.0143466,0.000279924,0.00258636
BY60C-5_page_1009.out,1008,0.00412228,0.00576001,-0.00773274,0.0146322,0.000278326,0.00259
BY60C-5_page_1010.out,1009,0.0039337,0.00588488,-0.00726825,0.0150783,0.000285988,0.00261111
BY60C-5_page_1011.out,1010,0.00373658,0.00602218,-0.00678765,0.0154408,0.000303167,0.00261667
BY60C-5_page_1012.out,1011,0.00353313,0.00618789,-0.00633644,0.0158695,0.000303799,0.00266008
BY60C-5_page_1013.out,1012,0.00336708,0.0062937,-0.00587172,0.0163162,0.00033058,0.00266476
BY60C-5_page_1014.out,1013,0.00316489,0.00640686,-0.0053795,0.0167639,0.000340773,0.00269819
BY60C-5_page_1015.out,1014,0.00296612,0.00656269,-0.00491177,0.017232,0.000356158,0.00270287
BY60C-5_page_1016.out,1015,0.00276986,0.00668331,-0.00442387,0.0177313,0.000341824,0.0026861
BY60C-5_page_1017.out,1016,0.00258938,0.00679582,-0.00398714,0.0181447,0.000365698,0.00273974
BY60C-5_page_1018.out,1017,0.00238092,0.00694276,-0.0034935,0.0186521,0.000378461,0.00272242
BY60C-5_page_1019.out,1018,0.00219676,0.00708349,-0.0030321,0.0191338,0.000381125,0.00277724
BY60C-5_page_1020.out,1019,0.00199127,0.00720645,-0.00256381,0.019654,0.000406057,0.00281718
BY60C-5_page_1021.out,1020,0.00180975,0.00735886,-0.00209898,0.0202017,0.000418525,0.0028603
BY60C-5_page_1022.out,1021,0.00163576,0.00748312,-0.00167538,0.0206517,0.000426583,0.0028893
BY60C-5_page_1023.out,1022,0.0014796,0.00760375,-0.0012041,0.0212624,0.000431422,0.00294094
BY60C-5_page_1024.out,1023,0.00128362,0.00777391,-0.00079419,0.0217383,0.000437228,0.00296135
BY60C-5_page_1025.out,1024,0.00113334,0.00789978,-0.000381305,0.0222548,0.000451206,0.00300419
BY60C-5_page_1026.out,1025,0.000964999,0.00803768,3.63E-05,0.0228042,0.000455523,0.00306168
BY60C-5_page_1027.out,1026,0.000790526,0.00815416,0.000433339,0.0232236,0.000468199,0.00308757
BY60C-5_page_1028.out,1027,0.000639953,0.00828257,0.000860939,0.0238175,0.000478297,0.00315547
BY60C-5_page_1029.out,1028,0.000452517,0.00841803,0.00122657,0.0242968,0.000479379,0.00317809
BY60C-5_page_1030.out,1029,0.000292443,0.00855443,0.00161944,0.0248317,0.000497235,0.00323679
BY60C-5_page_1031.out,1030,0.000149853,0.00865088,0.00201951,0.0253236,0.000490559,0.00326248
BY60C-5_page_1032.out,1031,2.34E-05,0.00874236,0.0023879,0.0259051,0.000516932,0.00336126
